Timestamp,Test Time,Log Comments,PS_V,960V,PS_I,RLeads,Pressure,Tset,Snout Coil Set,ADR 50mK,PT 60K,PT 3K,Magnet Diode,Auxiliary,ADR 1K,Magnet RTD,H20 Inlet Temp,H20 Outlet Temp,Helium Temp,Oil Temp,High Side Press,Low Side Press,Current,Runtime (min),921_R,922_1_V,922_2_V,922_3_V,922_4_V,923A1_R,923A2_R
03/17/2017 19:16:50.803,0.003000,,0.004429,0.000000,-0.000442,0.003253,0.000010,0.080000,0.000000,0.073027130,67.877000,3.187000,3.254000,474.420000,0.701800,3.244362,24.300000,40.200000,75.600000,35.700000,265.100000,89.200000,20.000000,35942.483333,24839.680000,1.043749,1.606744,1.605565,0.148560,2830.086000,4102.381000
03/17/2017 19:16:52.000,1.298000,,0.028918,0.000000,0.000230,0.003253,0.000010,0.080000,0.000000,0.073043240,67.875000,3.254000,3.254000,474.441000,0.701733,3.244554,24.300000,40.200000,75.600000,35.600000,258.900000,84.200000,20.000000,35942.483333,24832.510000,1.043751,1.605549,1.605570,0.148432,2829.908000,4102.024000
03/17/2017 19:16:53.206,2.499000,,0.029702,0.013780,0.000585,125.616875,0.000010,0.080000,0.000000,0.073057100,67.874000,3.276000,3.253000,474.514000,0.701867,3.244362,24.400000,40.300000,75.600000,35.700000,253.900000,74.300000,21.000000,35942.483333,24826.210000,1.043753,1.605227,1.605571,0.148339,2830.224000,4102.381000
03/17/2017 19:16:54.400,3.704000,,0.030285,0.014030,0.000668,50.804308,0.000010,0.080000,0.000000,0.073069320,67.875000,3.229000,3.254000,474.556000,0.701750,3.244373,24.100000,40.200000,75.700000,35.700000,266.800000,86.300000,21.000000,35942.483333,24820.840000,1.043751,1.606213,1.605568,0.148124,2830.007000,4102.361000
03/17/2017 19:16:55.591,4.899000,,0.031411,0.014729,0.000718,45.329885,0.000010,0.080000,0.000000,0.073079930,67.878000,3.200000,3.254000,474.666000,0.701825,3.244628,24.300000,40.200000,75.600000,35.700000,260.400000,88.900000,20.000000,35942.483333,24816.060000,1.043747,1.607263,1.605569,0.147980,2830.027000,4101.886000
03/17/2017 19:16:56.804,6.093000,,0.033956,0.016208,0.000729,43.769781,0.000010,0.080000,0.000000,0.073091440,67.875000,3.189000,3.253000,474.697000,0.701549,3.244522,24.200000,40.200000,75.600000,35.600000,253.400000,71.200000,22.000000,35942.483333,24811.040000,1.043752,1.607228,1.605571,0.147816,2829.334000,4102.084000
03/17/2017 19:16:58.002,7.303000,,0.037257,0.018060,0.000839,46.550828,0.000010,0.080000,0.000000,0.073102360,67.877000,3.220000,3.254000,474.732000,0.701816,3.244415,24.300000,40.400000,75.700000,35.700000,263.900000,82.500000,21.000000,35942.483333,24805.860000,1.043748,1.605308,1.605566,0.147823,2829.888000,4102.282000
03/17/2017 19:16:59.201,8.499000,,0.041242,0.020291,0.001021,44.422320,0.000010,0.080000,0.000000,0.073118280,67.875000,3.276000,3.254000,474.726000,0.701699,3.244692,24.300000,40.300000,75.700000,35.700000,262.200000,89.600000,20.000000,35942.483333,24798.720000,1.043751,1.604977,1.605563,0.147888,2830.739000,4101.767000
03/17/2017 19:17:00.399,9.699000,,0.046671,0.023306,0.001205,40.412705,0.000010,0.080000,0.000000,0.073126670,67.875000,3.258000,3.254000,474.721000,0.701833,3.244586,24.200000,40.200000,75.600000,35.800000,255.500000,70.800000,21.000000,35942.483333,24795.400000,1.043752,1.606477,1.605568,0.147849,2830.046000,4101.965000
03/17/2017 19:17:01.595,10.899000,,0.053235,0.025553,0.001428,38.736739,0.000010,0.080000,0.000000,0.073130820,67.875000,3.194000,3.254000,474.745000,0.701984,3.244479,24.400000,40.300000,75.600000,35.700000,257.200000,79.400000,21.000000,35942.483333,24793.540000,1.043752,1.607096,1.605566,0.147706,2829.848000,4102.163000
03/17/2017 19:17:02.796,12.097000,,0.061395,0.029762,0.001739,37.285234,0.000010,0.080000,0.000000,0.073133770,67.875000,3.187000,3.254000,474.771000,0.701741,3.244266,24.300000,40.200000,75.700000,35.600000,263.900000,90.100000,20.000000,35942.483333,24792.290000,1.043752,1.607123,1.605566,0.147731,2829.532000,4102.559000
03/17/2017 19:17:04.002,13.299000,,0.070876,0.034515,0.002078,35.309738,0.000010,0.080000,0.000000,0.073137110,67.874000,3.233000,3.254000,474.737000,0.701933,3.244437,24.200000,40.300000,75.600000,35.600000,257.700000,78.900000,21.000000,35942.483333,24790.740000,1.043754,1.606108,1.605564,0.147810,2829.868000,4102.242000
03/17/2017 19:17:05.203,14.503000,,0.081798,0.040203,0.002456,34.113667,0.000010,0.080000,0.000000,0.073142350,67.875000,3.270000,3.254000,474.762000,0.701666,3.244383,24.200000,40.200000,75.600000,35.700000,254.300000,76.100000,22.000000,35942.483333,24788.310000,1.043751,1.605007,1.605566,0.147752,2829.868000,4102.341000
03/17/2017 19:17:06.398,15.700000,,0.093963,0.046608,0.002962,33.310045,0.000010,0.080000,0.000000,0.073146960,67.874000,3.248000,3.254000,474.775000,0.701808,3.244586,24.300000,40.300000,75.700000,35.700000,265.800000,88.600000,21.000000,35942.483333,24786.100000,1.043753,1.605719,1.605570,0.147801,2830.125000,4101.965000
03/17/2017 19:17:07.603,16.899000,,0.108149,0.054025,0.003488,31.718388,0.000010,0.080000,0.000000,0.073158240,67.874000,3.210000,3.254000,474.706000,0.701699,3.244447,24.200000,40.200000,75.600000,35.800000,259.200000,86.300000,20.000000,35942.483333,24780.900000,1.043753,1.607181,1.605568,0.147885,2830.264000,4102.222000
03/17/2017 19:17:08.801,18.100000,,0.123856,0.062276,0.004060,31.010181,0.000010,0.080000,0.000000,0.073168930,67.874000,3.186000,3.254000,474.666000,0.701616,3.244596,24.300000,40.200000,75.600000,35.800000,253.000000,73.100000,22.000000,35942.483333,24776.400000,1.043753,1.607302,1.605568,0.147973,2829.650000,4101.945000
03/17/2017 19:17:10.030,19.299000,,0.141275,0.071364,0.004723,30.508232,0.000010,0.080000,0.000000,0.073171220,67.874000,3.201000,3.254000,474.688000,0.701766,3.244671,24.300000,40.200000,75.600000,35.700000,266.900000,85.100000,22.000000,35942.483333,24775.560000,1.043753,1.605762,1.605566,0.147927,2830.343000,4101.807000
03/17/2017 19:17:11.192,20.528000,,0.160627,0.081485,0.005483,29.912135,0.000010,0.080000,0.000000,0.073172650,67.875000,3.274000,3.254000,474.686000,0.701674,3.244490,24.300000,40.300000,75.700000,35.700000,260.900000,89.100000,20.000000,35942.483333,24774.940000,1.043751,1.605035,1.605566,0.147964,2829.888000,4102.143000
03/17/2017 19:17:12.401,21.696000,,0.181529,0.092543,0.006276,29.294770,0.000010,0.080000,0.000000,0.073174980,67.874000,3.271000,3.254000,474.662000,0.701917,3.244596,24.200000,40.200000,75.700000,35.700000,254.100000,70.300000,21.000000,35942.483333,24773.700000,1.043753,1.606000,1.605568,0.147988,2829.729000,4101.945000
03/17/2017 19:17:13.598,22.903000,,0.204086,0.104579,0.007136,28.923429,0.000010,0.080000,0.000000,0.073179470,67.875000,3.204000,3.254000,474.625000,0.701691,3.244682,24.200000,40.300000,75.700000,35.700000,261.500000,81.400000,21.000000,35942.483333,24771.700000,1.043752,1.606856,1.605566,0.148131,2829.927000,4101.787000
03/17/2017 19:17:14.788,24.099000,,0.227800,0.117176,0.008067,28.601089,0.000010,0.080000,0.000000,0.073184300,67.875000,3.189000,3.254000,474.562000,0.701766,3.244895,24.300000,40.300000,75.700000,35.600000,262.500000,89.900000,20.000000,35942.483333,24769.530000,1.043751,1.607258,1.605565,0.148226,2830.086000,4101.391000
03/17/2017 19:17:15.996,25.288000,,0.253616,0.130813,0.009050,28.239056,0.000010,0.080000,0.000000,0.073191800,67.874000,3.212000,3.254000,474.534000,0.701858,3.244437,24.200000,40.300000,75.700000,35.600000,256.000000,72.500000,21.000000,35942.483333,24765.870000,1.043754,1.606647,1.605565,0.148407,2830.027000,4102.242000
03/17/2017 19:17:17.205,26.499000,,0.280703,0.145170,0.010147,28.022449,0.000010,0.080000,0.000000,0.073204650,67.875000,3.258000,3.254000,474.476000,0.701933,3.244831,24.400000,40.300000,75.600000,35.600000,256.000000,78.100000,21.000000,35942.500000,24760.090000,1.043751,1.604967,1.605564,0.148429,2829.927000,4101.510000
03/17/2017 19:17:18.393,27.704000,,0.309493,0.153240,0.011236,27.662704,0.000010,0.080000,0.000000,0.073211350,67.875000,3.264000,3.254000,474.471000,0.701975,3.244511,24.400000,40.300000,75.700000,35.600000,264.700000,89.700000,20.000000,35942.500000,24757.360000,1.043752,1.605294,1.605564,0.148398,2830.066000,4102.104000
03/17/2017 19:17:19.594,28.895000,,0.339202,0.168652,0.012399,27.545833,0.000010,0.080000,0.000000,0.073216460,67.874000,3.225000,3.254000,474.490000,0.701775,3.244543,24.200000,40.300000,75.600000,35.700000,258.100000,81.600000,20.000000,35942.500000,24755.130000,1.043753,1.607014,1.605567,0.148396,2829.908000,4102.044000
03/17/2017 19:17:20.794,30.096000,,0.370799,0.185039,0.013623,27.357258,0.000010,0.080000,0.000000,0.073220970,67.874000,3.187000,3.254000,474.514000,0.701883,3.244724,24.400000,40.300000,75.700000,35.600000,254.100000,75.000000,21.000000,35942.500000,24752.980000,1.043754,1.607285,1.605565,0.148328,2829.552000,4101.708000
03/17/2017 19:17:21.993,31.292000,,0.403665,0.202200,0.014898,27.217943,0.000010,0.080000,0.000000,0.073228660,67.874000,3.190000,3.254000,474.547000,0.701917,3.244820,24.400000,40.300000,75.600000,35.600000,266.200000,87.700000,20.000000,35942.500000,24749.480000,1.043754,1.606326,1.605564,0.148261,2829.987000,4101.530000
03/17/2017 19:17:23.197,32.495000,,0.438030,0.219968,0.016264,27.094861,0.000010,0.080000,0.000000,0.073237820,67.875000,3.266000,3.254000,474.560000,0.701758,3.244565,24.400000,40.200000,75.600000,35.600000,259.700000,87.400000,20.000000,35942.500000,24745.330000,1.043752,1.605236,1.605567,0.148152,2829.967000,4102.004000
03/17/2017 19:17:24.426,33.700000,,0.473751,0.238564,0.017623,26.932876,0.000010,0.080000,0.000000,0.073247390,67.875000,3.277000,3.254000,474.632000,0.701515,3.244522,24.300000,40.300000,75.600000,35.600000,253.600000,72.400000,21.000000,35942.500000,24740.940000,1.043751,1.605532,1.605566,0.148059,2830.046000,4102.084000
03/17/2017 19:17:25.598,34.923000,,0.511350,0.257880,0.019070,26.882169,0.000010,0.080000,0.000000,0.073257930,67.876000,3.216000,3.254000,474.660000,0.701959,3.244767,24.400000,40.200000,75.700000,35.600000,266.000000,84.100000,21.000000,35942.500000,24736.240000,1.043750,1.606543,1.605566,0.147870,2830.106000,4101.628000
03/17/2017 19:17:26.803,36.099000,,0.549425,0.277955,0.020516,26.814612,0.000010,0.080000,0.000000,0.073270370,67.875000,3.194000,3.254000,474.773000,0.701674,3.244479,24.200000,40.200000,75.600000,35.600000,261.500000,89.500000,20.000000,35942.500000,24730.390000,1.043752,1.607290,1.605567,0.147726,2829.729000,4102.163000
03/17/2017 19:17:28.008,37.299000,,0.588808,0.298449,0.022130,26.780248,0.000010,0.080000,0.000000,0.073289740,67.874000,3.197000,3.254000,474.804000,0.701791,3.244831,24.300000,40.300000,75.700000,35.600000,254.600000,69.800000,21.000000,35942.500000,24721.630000,1.043753,1.607044,1.605566,0.147572,2829.314000,4101.510000
03/17/2017 19:17:29.199,38.504000,,0.629682,0.319751,0.023729,26.606702,0.000010,0.080000,0.000000,0.073307890,67.875000,3.238000,3.254000,474.837000,0.701674,3.244575,24.300000,40.300000,75.600000,35.600000,260.000000,80.300000,21.000000,35942.500000,24713.680000,1.043752,1.605084,1.605565,0.147576,2829.611000,4101.985000
03/17/2017 19:17:30.399,39.696000,,0.671628,0.341733,0.025320,26.536660,0.000010,0.080000,0.000000,0.073321840,67.875000,3.274000,3.254000,474.790000,0.702034,3.244788,24.200000,40.300000,75.600000,35.600000,263.100000,90.100000,20.000000,35942.500000,24707.430000,1.043752,1.605028,1.605565,0.147741,2829.650000,4101.589000
03/17/2017 19:17:31.598,40.895000,,0.714704,0.364417,0.027028,26.526029,0.000010,0.080000,0.000000,0.073337910,67.874000,3.245000,3.254000,474.738000,0.701733,3.244692,24.400000,40.200000,75.700000,35.600000,256.700000,75.000000,21.000000,35942.500000,24700.090000,1.043753,1.606749,1.605566,0.147810,2829.650000,4101.767000
03/17/2017 19:17:32.802,42.096000,,0.759101,0.387553,0.028793,26.442753,0.000010,0.080000,0.000000,0.073357210,67.875000,3.191000,3.254000,474.719000,0.701842,3.244767,24.300000,40.200000,75.700000,35.800000,255.200000,77.300000,22.000000,35942.500000,24691.240000,1.043752,1.607193,1.605567,0.147866,2830.066000,4101.628000
