Timestamp,Test Time,Log Comments,PS_V,960V,PS_I,RLeads,Pressure,Tset,Snout Coil Set,ADR 50mK,PT 60K,PT 3K,Magnet Diode,Auxiliary,ADR 1K,Magnet RTD,H20 Inlet Temp,H20 Outlet Temp,Helium Temp,Oil Temp,High Side Press,Low Side Press,Current,Runtime (min),921_R,922_1_V,922_2_V,922_3_V,922_4_V,923A1_R,923A2_R
03/17/2017 13:15:01.045,0.003001,,0.032169,-0.019942,0.000085,-3.203461,0.000010,0.085000,0.000000,0.080549650,67.722000,3.250000,3.249000,479.717000,0.715584,3.240112,24.300000,40.200000,75.600000,35.500000,255.300000,77.400000,22.000000,35936.450000,21539.120000,1.044004,1.605665,1.605692,0.136141,2797.584000,4110.278000
03/17/2017 13:15:02.243,1.112111,,0.030323,-0.019942,0.000660,-3.203461,0.000010,0.085000,0.000000,0.080574800,67.723000,3.189000,3.249000,479.719000,0.715919,3.239909,24.200000,40.300000,75.600000,35.600000,264.700000,89.700000,20.000000,35936.450000,21531.230000,1.044007,1.607242,1.605695,0.136138,2796.812000,4110.654000
03/17/2017 13:15:03.441,2.316231,,0.029219,0.013284,0.000639,45.962262,0.000010,0.085000,0.000000,0.080597690,67.724000,3.182000,3.249000,479.697000,0.715885,3.239888,24.200000,40.200000,75.700000,35.600000,258.300000,83.100000,20.000000,35936.450000,21524.510000,1.044007,1.607420,1.605695,0.136189,2796.891000,4110.693000
03/17/2017 13:15:04.636,3.515351,,0.029223,0.013418,0.000612,45.738986,0.000010,0.085000,0.000000,0.080614680,67.724000,3.233000,3.249000,479.692000,0.715619,3.239941,24.300000,40.300000,75.700000,35.700000,253.900000,74.400000,21.000000,35936.450000,21519.400000,1.044006,1.606105,1.605696,0.136200,2797.505000,4110.595000
03/17/2017 13:15:05.833,4.712471,,0.030127,0.014070,0.000628,47.750501,0.000010,0.085000,0.000000,0.080628280,67.723000,3.267000,3.249000,479.695000,0.715765,3.240165,24.300000,40.300000,75.600000,35.600000,266.500000,86.700000,21.000000,35936.450000,21515.200000,1.044006,1.605223,1.605696,0.136194,2797.168000,4110.179000
03/17/2017 13:15:07.046,5.907590,,0.031923,0.015018,0.000681,47.995097,0.000010,0.085000,0.000000,0.080639570,67.722000,3.240000,3.249000,479.722000,0.715722,3.240058,24.300000,40.300000,75.700000,35.600000,260.200000,88.000000,20.000000,35936.450000,21511.730000,1.044008,1.605928,1.605697,0.136129,2797.267000,4110.377000
03/17/2017 13:15:08.243,7.118711,,0.034773,0.016419,0.000812,46.907389,0.000010,0.085000,0.000000,0.080656460,67.724000,3.203000,3.249000,479.783000,0.715911,3.239813,24.200000,40.200000,75.600000,35.600000,253.300000,71.500000,21.000000,35936.450000,21505.280000,1.044006,1.606889,1.605696,0.135988,2796.832000,4110.832000
03/17/2017 13:15:09.441,8.316832,,0.038346,0.018263,0.000932,42.838905,0.000010,0.085000,0.000000,0.080677910,67.725000,3.182000,3.249000,479.795000,0.715533,3.240250,24.300000,40.200000,75.700000,35.600000,264.900000,83.100000,21.000000,35936.450000,21499.390000,1.044004,1.607414,1.605694,0.135959,2797.703000,4110.021000
03/17/2017 13:15:10.641,9.515951,,0.042706,0.020601,0.001121,41.142494,0.000010,0.085000,0.000000,0.080681010,67.724000,3.200000,3.249000,479.752000,0.715782,3.239845,24.200000,40.300000,75.600000,35.600000,261.900000,89.500000,20.000000,35936.450000,21499.570000,1.044007,1.606966,1.605695,0.136059,2797.129000,4110.773000
03/17/2017 13:15:11.838,10.717072,,0.048948,0.023847,0.001312,38.102624,0.000010,0.085000,0.000000,0.080668870,67.724000,3.270000,3.249000,479.689000,0.715713,3.240112,24.200000,40.300000,75.700000,35.600000,255.200000,69.800000,21.000000,35936.450000,21503.150000,1.044005,1.605133,1.605697,0.136207,2797.287000,4110.278000
03/17/2017 13:15:13.034,11.916191,,0.056526,0.027727,0.001573,37.305754,0.000010,0.085000,0.000000,0.080661420,67.724000,3.264000,3.249000,479.669000,0.715636,3.240154,24.400000,40.300000,75.700000,35.600000,258.100000,79.700000,21.000000,35936.450000,21505.450000,1.044010,1.605290,1.605695,0.136254,2797.465000,4110.199000
03/17/2017 13:15:14.239,13.112311,,0.065574,0.032641,0.001894,35.936456,0.000010,0.085000,0.000000,0.080659660,67.724000,3.197000,3.249000,479.656000,0.715593,3.239813,24.200000,40.200000,75.700000,35.600000,263.700000,90.600000,20.000000,35936.450000,21505.850000,1.044006,1.607035,1.605696,0.136284,2797.564000,4110.832000
03/17/2017 13:15:15.443,14.316432,,0.076318,0.038371,0.002327,34.621067,0.000010,0.085000,0.000000,0.080660800,67.724000,3.184000,3.249000,479.592000,0.715722,3.239813,24.200000,40.300000,75.600000,35.600000,257.100000,77.400000,21.000000,35936.450000,21505.420000,1.044007,1.607368,1.605697,0.136434,2797.267000,4110.832000
03/17/2017 13:15:16.640,15.519552,,0.088198,0.044787,0.002757,32.796694,0.000010,0.085000,0.000000,0.080664410,67.724000,3.211000,3.249000,479.576000,0.715644,3.240016,24.200000,40.300000,75.700000,35.600000,254.500000,76.400000,21.000000,35936.466667,21503.850000,1.044005,1.606665,1.605694,0.136472,2797.445000,4110.456000
03/17/2017 13:15:17.841,16.716671,,0.101863,0.052037,0.003278,31.986694,0.000010,0.085000,0.000000,0.080675990,67.725000,3.256000,3.249000,479.590000,0.715601,3.239792,24.400000,40.200000,75.600000,35.700000,265.500000,88.900000,20.000000,35936.466667,21500.420000,1.044007,1.605503,1.605697,0.136440,2797.544000,4110.872000
03/17/2017 13:15:19.040,17.916791,,0.117027,0.060059,0.003821,31.071418,0.000010,0.085000,0.000000,0.080699420,67.723000,3.257000,3.249000,479.625000,0.715696,3.239632,24.300000,40.300000,75.700000,35.600000,258.900000,85.000000,20.000000,35936.466667,21492.800000,1.044007,1.605484,1.605697,0.136357,2797.327000,4111.168000
03/17/2017 13:15:20.231,19.113911,,0.133454,0.068841,0.004499,30.624602,0.000010,0.085000,0.000000,0.080708890,67.724000,3.217000,3.249000,479.577000,0.715997,3.240026,24.300000,40.200000,75.600000,35.600000,253.700000,73.100000,21.000000,35936.466667,21490.650000,1.044007,1.606504,1.605694,0.136470,2796.634000,4110.436000
03/17/2017 13:15:21.439,20.305030,,0.152082,0.078964,0.005178,29.662634,0.000010,0.085000,0.000000,0.080699790,67.725000,3.182000,3.249000,479.542000,0.715576,3.240058,24.400000,40.300000,75.700000,35.600000,266.900000,85.500000,20.000000,35936.466667,21493.610000,1.044003,1.607426,1.605695,0.136551,2797.604000,4110.377000
