Timestamp,Test Time,Log Comments,PS_V,960V,PS_I,RLeads,Pressure,Tset,Snout Coil Set,ADR 50mK,PT 60K,PT 3K,Magnet Diode,Auxiliary,ADR 1K,Magnet RTD,H20 Inlet Temp,H20 Outlet Temp,Helium Temp,Oil Temp,High Side Press,Low Side Press,Current,Runtime (min),921_R,922_1_V,922_2_V,922_3_V,922_4_V,923A1_R,923A2_R
03/17/2017 10:38:48.435,0.004000,,0.004430,0.000000,-0.000406,0.001934,0.000010,0.075000,0.000000,0.068617570,67.885000,3.206000,3.254000,476.969000,0.706389,3.245342,24.000000,40.100000,75.500000,35.600000,260.400000,80.800000,21.000000,35933.850000,27175.860000,1.043734,1.606802,1.605553,0.142661,2818.605000,4100.560000
03/17/2017 10:38:49.638,1.302130,,0.028760,0.000000,0.000269,0.001934,0.000010,0.075000,0.000000,0.068649520,67.886000,3.190000,3.254000,476.886000,0.706414,3.245118,24.100000,40.100000,75.600000,35.600000,263.100000,90.100000,20.000000,35933.850000,27152.990000,1.043733,1.607271,1.605556,0.142773,2818.506000,4100.976000
03/17/2017 10:38:51.041,2.537254,,0.029148,0.013675,0.000584,106.749717,0.000010,0.075000,0.000000,0.068678750,67.887000,3.208000,3.254000,476.775000,0.706589,3.245161,24.100000,40.200000,75.600000,35.600000,262.500000,89.900000,20.000000,35933.850000,27130.940000,1.043733,1.606743,1.605553,0.143033,2818.407000,4100.896000
03/17/2017 10:38:52.230,3.914392,,0.028995,0.013274,0.000595,49.895242,0.000010,0.075000,0.000000,0.068710190,67.885000,3.277000,3.254000,476.747000,0.706414,3.245267,24.100000,40.000000,75.700000,35.500000,256.000000,71.800000,21.000000,35933.850000,27110.320000,1.043734,1.604965,1.605552,0.143097,2818.407000,4100.698000
03/17/2017 10:38:53.443,5.106511,,0.029916,0.013947,0.000624,48.752027,0.000010,0.075000,0.000000,0.068734410,67.885000,3.267000,3.254000,476.698000,0.706539,3.245225,24.000000,40.200000,75.600000,35.500000,256.500000,78.400000,22.000000,35933.850000,27091.750000,1.043736,1.605209,1.605553,0.143213,2818.348000,4100.777000
03/17/2017 10:38:54.639,6.318632,,0.031809,0.014848,0.000678,47.960564,0.000010,0.075000,0.000000,0.068760990,67.887000,3.200000,3.254000,476.628000,0.706439,3.244873,24.100000,40.100000,75.600000,35.500000,264.200000,89.900000,21.000000,35933.850000,27074.260000,1.043732,1.606948,1.605554,0.143377,2818.150000,4101.431000
03/17/2017 10:38:55.831,7.513752,,0.034166,0.016222,0.000770,46.946873,0.000010,0.075000,0.000000,0.068787860,67.887000,3.188000,3.254000,476.495000,0.706598,3.244937,24.000000,40.100000,75.500000,35.500000,257.900000,80.300000,21.000000,35933.850000,27055.410000,1.043733,1.607252,1.605555,0.143688,2818.249000,4101.312000
03/17/2017 10:38:57.238,8.705871,,0.037490,0.017857,0.000883,44.352243,0.000010,0.075000,0.000000,0.068808160,67.885000,3.220000,3.254000,476.454000,0.706648,3.245044,24.200000,40.100000,75.600000,35.500000,257.200000,77.800000,21.000000,35933.850000,27041.900000,1.043735,1.606441,1.605550,0.143884,2818.071000,4101.114000
03/17/2017 10:38:58.435,10.114011,,0.042192,0.021065,0.001091,42.452876,0.000010,0.075000,0.000000,0.068821050,67.885000,3.264000,3.254000,476.397000,0.706548,3.244788,24.000000,40.100000,75.600000,35.500000,254.500000,76.300000,22.000000,35933.850000,27032.730000,1.043734,1.604962,1.605552,0.143917,2818.704000,4101.589000
03/17/2017 10:38:59.631,11.311131,,0.048244,0.023188,0.001271,38.684120,0.000010,0.075000,0.000000,0.068829830,67.886000,3.259000,3.254000,476.418000,0.706456,3.245289,24.000000,40.200000,75.600000,35.500000,265.300000,88.900000,21.000000,35933.850000,27026.680000,1.043733,1.605441,1.605551,0.143901,2818.605000,4100.659000
